,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
307,conde,44.0,BR,1545598004,74.0,-11.81,-37.61,82.0,10.25
309,yellowknife,90.0,CA,1545595200,76.0,62.45,-114.38,-4.01,3.36
310,ferme-neuve,0.0,CA,1545598004,63.0,46.7,-75.45,11.4,2.26
311,kavieng,32.0,PG,1545598004,100.0,-2.57,150.8,84.12,3.87
312,guatire,40.0,VE,1545595200,83.0,10.47,-66.54,78.8,5.82
313,ancud,40.0,CL,1545595200,60.0,-41.87,-73.83,68.0,10.29
315,valparaiso,90.0,US,1545597300,74.0,41.47,-87.06,39.2,8.05
316,portland,75.0,US,1545595200,79.0,45.52,-122.67,50.0,5.82
317,aksay,90.0,RU,1545597000,100.0,47.27,39.86,37.4,17.9
318,laguna,20.0,MX,1545594240,20.0,27.52,-110.01,82.4,6.93
319,petropavlovsk-kamchatskiy,68.0,RU,1545597000,77.0,53.05,158.65,-0.41,11.18
320,baykit,56.0,RU,1545598006,64.0,61.68,96.39,-22.63,7.4
321,bilibino,12.0,RU,1545598006,0.0,68.06,166.44,-44.09,2.26
322,biak,76.0,ID,1545598006,100.0,-0.91,122.88,74.08,3.04
323,ossora,92.0,RU,1545598006,100.0,59.24,163.07,4.96,4.61
324,zhanaozen,36.0,KZ,1545598006,89.0,43.35,52.85,17.25,11.43
325,fort-shevchenko,56.0,KZ,1545598006,100.0,44.51,50.26,31.65,17.58
326,henties bay,0.0,NA,1545598006,92.0,-22.12,14.28,63.87,3.83
327,elizabeth city,1.0,US,1545597300,68.0,36.3,-76.22,53.96,4.83
328,izhma,44.0,RU,1545598007,65.0,65.01,53.91,0.1,7.78
329,nome,1.0,US,1545596100,34.0,30.04,-94.42,73.04,10.29
330,iracoubo,64.0,GF,1545598007,88.0,5.48,-53.21,76.65,3.53
331,lata,0.0,IN,1545598007,67.0,30.78,78.62,17.97,1.74
332,san quintin,80.0,PH,1545598007,78.0,17.54,120.52,72.51,3.27
333,hirara,92.0,JP,1545598007,100.0,24.8,125.28,72.51,25.08
335,grand forks,90.0,US,1545597300,67.0,47.91,-97.06,19.4,12.75
336,kohlu,0.0,PK,1545598008,76.0,29.9,69.25,30.16,4.05
337,hasaki,75.0,JP,1545596460,100.0,35.73,140.83,35.6,1.12
338,kutum,0.0,SD,1545598008,37.0,14.2,24.66,49.47,10.87
339,flinders,0.0,AU,1545595200,87.0,-34.58,150.85,57.2,5.82
340,saint-augustin,90.0,FR,1545595200,93.0,44.83,-0.61,55.4,2.24
341,payson,1.0,US,1545597300,43.0,40.04,-111.73,39.92,1.3
343,xining,24.0,CN,1545598009,67.0,36.62,101.77,-4.36,2.04
345,roma,20.0,IT,1545596400,87.0,41.89,12.48,57.2,5.82
346,smolenka,88.0,PL,1545598009,97.0,54.15,22.76,27.69,6.11
347,half moon bay,75.0,US,1545597600,62.0,37.46,-122.43,59.0,10.29
348,candelaria,68.0,CO,1545598010,74.0,3.41,-76.35,66.93,0.74
349,paso de patria,20.0,AR,1545595200,45.0,-27.25,-58.55,87.8,10.29
350,tulsipur,0.0,IN,1545598010,86.0,27.53,82.41,47.58,5.32
351,honiara,88.0,SB,1545598010,100.0,-9.43,159.96,74.53,0.81
352,ekibastuz,68.0,KZ,1545598010,77.0,51.72,75.32,-0.49,5.88
353,niamey,0.0,NE,1545595200,12.0,13.52,2.11,73.4,5.82
354,victoria,75.0,BN,1545597000,100.0,5.28,115.24,78.8,2.24
355,pakokku,0.0,MM,1545598011,89.0,21.33,95.09,58.29,3.27
356,abalak,0.0,NE,1545598011,32.0,15.46,6.28,60.27,12.15
357,kalmunai,32.0,LK,1545598011,98.0,7.42,81.82,71.25,3.87
358,ust-maya,88.0,RU,1545598011,79.0,60.42,134.54,-18.67,3.53
359,whitehorse,90.0,CA,1545595860,84.0,60.72,-135.06,1.4,4.7
360,trelew,0.0,AR,1545597888,21.0,-43.25,-65.31,90.01,8.75
361,midland,8.0,US,1545596100,45.0,32.0,-102.08,54.68,4.88
362,taoudenni,0.0,ML,1545597942,28.0,22.68,-3.98,60.9,14.61
364,mahibadhoo,68.0,MV,1545597982,100.0,3.78,72.97,82.81,5.61
365,rach gia,75.0,VN,1545597000,94.0,10.02,105.08,77.0,2.24
366,houma,88.0,CN,1545597796,87.0,35.63,111.36,15.99,2.08
367,illela,0.0,NG,1545598012,33.0,12.25,4.3,66.61,9.75
369,kokoda,24.0,PG,1545598012,97.0,-8.88,147.74,65.26,1.52
370,morehead,40.0,US,1545597300,93.0,38.18,-83.43,38.3,4.7
371,saryozek,56.0,KZ,1545598012,52.0,44.36,77.98,8.56,2.86
372,leon,1.0,US,1545596100,52.0,40.74,-93.75,42.08,14.99
373,lady frere,8.0,ZA,1545598013,79.0,-31.7,27.23,64.45,2.48
374,husavik,80.0,CA,1545598013,90.0,50.56,-96.99,15.27,9.01
375,faya,56.0,SA,1545598013,94.0,18.39,42.45,51.72,1.7
376,singaraja,92.0,ID,1545598013,100.0,-8.11,115.08,68.1,0.25
377,yaan,0.0,NG,1545598013,33.0,7.38,8.57,74.53,8.52
378,yishui,0.0,CN,1545598013,82.0,35.78,118.63,9.91,2.71
379,camacha,20.0,PT,1545595200,68.0,33.08,-16.33,66.2,20.8
380,waipawa,100.0,NZ,1545598014,99.0,-39.94,176.59,58.92,13.82
381,riyadh,0.0,SA,1545597993,76.0,24.63,46.72,43.17,2.82
382,leningradskiy,0.0,RU,1545598014,97.0,69.38,178.42,-16.19,10.42
383,souillac,90.0,FR,1545595200,93.0,45.6,-0.6,53.6,3.36
384,oriximina,64.0,BR,1545598014,84.0,-1.77,-55.87,80.2,2.53
385,vanavara,24.0,RU,1545598014,53.0,60.35,102.28,-31.81,2.71
386,grindavik,75.0,IS,1545597000,93.0,63.84,-22.43,41.0,17.22
387,pershotravneve,80.0,UA,1545598015,88.0,51.38,28.88,26.07,12.77
388,roanoke rapids,1.0,US,1545596400,43.0,36.46,-77.65,54.86,5.82
389,basco,1.0,US,1545597300,45.0,40.33,-91.2,44.6,14.99
390,tiksi,0.0,RU,1545598015,0.0,71.64,128.87,-44.99,5.77
391,westport,75.0,IE,1545595200,93.0,53.8,-9.52,41.0,5.82
392,lengshuitan,92.0,CN,1545598015,100.0,26.41,111.6,44.2,3.71
393,jiuquan,8.0,CN,1545598016,43.0,39.73,98.49,-11.38,1.48
394,zeya,12.0,RU,1545598016,58.0,53.74,127.27,-21.19,2.3
395,kasongo,76.0,CD,1545598016,97.0,-4.43,26.67,70.98,2.19
396,bichena,80.0,ET,1545598016,69.0,10.45,38.2,55.05,1.03
397,san cristobal,40.0,EC,1545595200,33.0,-0.39,-78.55,73.4,14.99
398,umkomaas,92.0,ZA,1545598017,99.0,-30.21,30.8,67.11,4.76
399,qaqortoq,92.0,GL,1545598017,95.0,60.72,-46.03,33.4,27.09
400,nazarovo,20.0,RU,1545598017,83.0,56.01,90.42,-19.48,4.61
402,chicama,90.0,PE,1545595200,78.0,-7.84,-79.15,73.4,12.75
403,leshukonskoye,64.0,RU,1545598017,68.0,64.9,45.76,-0.85,7.0
404,talnakh,88.0,RU,1545598017,80.0,69.49,88.39,-26.23,14.34
406,faanui,76.0,PF,1545598018,100.0,-16.48,-151.75,83.22,15.05
408,barcelona,0.0,ES,1545595200,81.0,41.38,2.18,53.6,9.17
410,diapaga,0.0,BF,1545598018,37.0,12.07,1.79,62.88,7.74
411,huarmey,12.0,PE,1545598018,64.0,-10.07,-78.15,75.93,4.61
412,ahuimanu,40.0,US,1545597240,74.0,21.44,-157.84,80.06,11.41
413,odlabari,0.0,IN,1545598018,80.0,26.83,88.62,47.85,2.08
415,altamira,40.0,BR,1545595200,79.0,-3.2,-52.21,84.2,2.24
416,kaa-khem,56.0,RU,1545598019,74.0,51.7,94.56,-18.62,1.97
417,bambous virieux,40.0,MU,1545595200,88.0,-20.34,57.76,77.0,3.36
418,javanrud,12.0,IR,1545598019,84.0,34.8,46.49,18.69,2.04
419,benguela,76.0,AO,1545598019,100.0,-12.58,13.4,75.66,1.48
420,beloha,0.0,MG,1545598020,80.0,-25.17,45.06,67.56,6.29
421,lisala,88.0,CD,1545598020,36.0,2.15,21.52,82.86,5.55
422,te anau,0.0,NZ,1545598020,61.0,-45.41,167.72,59.41,3.49
423,rio gallegos,40.0,AR,1545595200,52.0,-51.62,-69.22,78.8,24.16
424,caravelas,0.0,BR,1545597723,100.0,-17.73,-39.27,80.7,24.34
425,carrefour,20.0,HT,1545595200,55.0,18.53,-72.41,86.0,5.82
426,mezen,76.0,RU,1545598020,72.0,65.85,44.24,1.23,8.12
427,nanlong,92.0,CN,1545598020,96.0,31.35,106.05,44.88,6.06
428,mayo,20.0,CA,1545595200,67.0,63.59,-135.9,-27.41,2.75
429,baie-saint-paul,0.0,CA,1545598021,66.0,47.44,-70.51,13.38,3.71
430,dongtai,8.0,CN,1545598021,85.0,32.85,120.31,33.45,6.78
431,ayan,32.0,TR,1545598021,97.0,40.67,33.6,30.84,4.5
432,pogar,92.0,RU,1545598021,95.0,52.55,33.26,29.58,16.62
433,nizhniy ingash,0.0,RU,1545598021,39.0,56.2,96.53,-26.0,3.27
434,alta floresta,40.0,BR,1545595200,58.0,-9.87,-56.08,87.8,5.82
435,port hawkesbury,75.0,CA,1545595200,68.0,45.62,-61.36,28.4,16.11
437,natal,20.0,BR,1545595200,74.0,-5.81,-35.21,82.4,17.22
438,tabou,0.0,CI,1545598022,100.0,4.42,-7.36,79.98,6.4
440,tsaratanana,92.0,MG,1545598022,99.0,-16.8,47.65,69.54,2.59
441,gidam,0.0,IN,1545598022,89.0,18.98,81.4,49.83,2.75
442,puno,40.0,PE,1545595200,25.0,-15.84,-70.03,66.2,1.12
443,boueni,80.0,YT,1545597000,83.0,-12.9,45.08,80.6,3.36
444,luwuk,76.0,ID,1545598023,100.0,-0.95,122.79,74.08,3.04
446,taltal,0.0,CL,1545598023,63.0,-25.41,-70.49,71.07,4.54
447,skibbereen,90.0,IE,1545595200,100.0,51.55,-9.27,46.4,16.11
449,carballo,0.0,ES,1545595200,87.0,43.21,-8.69,53.6,4.7
450,port-cartier,20.0,CA,1545595200,51.0,50.03,-66.88,12.2,16.11
451,blackwater,75.0,GB,1545596400,93.0,51.33,-0.78,48.2,5.82
452,cavalcante,24.0,BR,1545598024,49.0,-13.79,-47.46,82.9,2.75
453,mogadishu,32.0,SO,1545598025,99.0,2.04,45.34,79.75,25.46
454,savannah bight,40.0,HN,1545595200,83.0,16.45,-85.85,78.8,3.36
455,gautier,90.0,US,1545594960,61.0,30.39,-88.61,73.04,6.93
456,rurrenabaque,75.0,BO,1545595200,70.0,-14.44,-67.53,89.6,9.17
457,chongqing,90.0,CN,1545595200,93.0,29.56,106.55,48.2,6.71
458,gao,0.0,ML,1545598025,35.0,16.28,-0.04,66.21,11.32
459,evensk,64.0,RU,1545598026,100.0,61.92,159.24,7.35,20.04
460,kagadi,32.0,UG,1545598026,99.0,0.95,30.8,74.76,0.85
461,mezhdurechensk,64.0,RU,1545598026,78.0,53.69,88.07,1.32,2.48
463,botwood,90.0,CA,1545595200,100.0,49.14,-55.34,37.4,16.11
465,turka,88.0,UA,1545598026,93.0,49.16,23.03,32.28,8.23
466,yakeshi,8.0,CN,1545598026,63.0,49.28,120.73,-9.58,8.9
467,campbeltown,20.0,GB,1545596400,100.0,55.43,-5.61,39.2,11.03
468,srandakan,92.0,ID,1545598027,100.0,-7.94,110.25,72.1,3.31
469,harper,1.0,US,1545597300,38.0,30.3,-99.24,61.16,13.87
470,vanimo,92.0,PG,1545598027,100.0,-2.67,141.3,76.65,6.85
471,manta,20.0,RO,1545598027,68.0,45.1,24.1,22.83,4.5
472,kyabe,8.0,TD,1545598027,34.0,9.45,18.94,65.58,7.4
473,bima,56.0,ID,1545598027,92.0,-8.45,118.73,77.37,2.04
474,kendari,32.0,ID,1545598028,89.0,-3.99,122.52,75.25,5.61
475,west plains,1.0,US,1545594780,38.0,36.73,-91.85,50.0,12.75
478,san luis,0.0,AR,1545598028,20.0,-33.3,-66.34,96.9,8.01
479,hovd,75.0,NO,1545596400,85.0,63.83,10.7,32.0,11.41
480,hami,0.0,CN,1545598029,45.0,42.84,93.51,-8.41,3.38
481,marzuq,0.0,YE,1545598029,79.0,14.4,46.47,38.58,2.3
482,sao felix do xingu,32.0,BR,1545598030,76.0,-6.64,-51.99,83.04,3.27
483,sergeyevka,44.0,KZ,1545598030,76.0,53.88,67.42,-3.19,8.75
484,vao,92.0,EE,1545598030,97.0,59.1,26.19,28.05,8.08
485,shubarshi,92.0,KZ,1545598030,75.0,48.59,57.19,2.8,10.31
486,nalut,0.0,LY,1545598030,79.0,31.86,10.98,37.5,2.26
487,svobodnyy,92.0,RU,1545598030,94.0,53.85,40.53,21.3,9.64
488,naze,0.0,NG,1545595200,78.0,5.43,7.07,75.2,5.39
489,port hardy,90.0,CA,1545595200,93.0,50.7,-127.42,44.6,8.05
490,sarai naurang,32.0,PK,1545598031,88.0,32.83,70.78,39.66,3.53
491,ippy,12.0,CF,1545598031,45.0,6.26,21.2,69.45,6.33
492,adre,8.0,TD,1545598031,25.0,13.47,22.2,62.52,13.44
494,les cayes,0.0,HT,1545598031,97.0,18.19,-73.75,80.97,9.8
495,dovolnoye,24.0,RU,1545598031,68.0,54.5,79.67,-14.98,10.8
496,ketchikan,90.0,US,1545594960,92.0,55.34,-131.65,39.92,9.17
498,shenzhen,40.0,CN,1545597000,93.0,22.54,114.05,62.6,11.41
499,nokaneng,0.0,BW,1545598032,28.0,-19.66,22.19,82.14,9.35
500,erenhot,0.0,CN,1545598032,57.0,43.65,111.97,-8.14,9.8
501,curuca,48.0,BR,1545598032,88.0,-2.52,-61.06,80.56,3.38
502,pangai,20.0,TO,1545595200,83.0,-19.8,-174.35,82.4,16.11
503,alyangula,0.0,AU,1545595200,94.0,-13.85,136.42,80.6,9.75
504,verkhnyachka,20.0,UA,1545598033,86.0,48.83,30.04,25.35,13.11
505,wanaka,0.0,NZ,1545598033,67.0,-44.7,169.14,57.66,2.82
506,sorland,92.0,NO,1545598033,100.0,67.67,12.69,40.15,21.54
508,khandyga,44.0,RU,1545598033,44.0,62.65,135.58,-28.34,1.48
509,nkhotakota,92.0,MW,1545598033,100.0,-12.93,34.3,69.9,3.49
510,rio verde de mato grosso,36.0,BR,1545598033,66.0,-18.92,-54.84,83.35,3.31
511,waddan,0.0,LY,1545598033,81.0,29.16,16.14,36.87,2.86
512,nicoya,0.0,CR,1545595200,43.0,10.15,-85.45,87.8,25.28
513,ferreira do alentejo,0.0,PT,1545595200,81.0,38.06,-8.11,51.8,9.17
514,buraydah,0.0,SA,1545598034,80.0,26.33,43.97,44.43,2.86
515,ginda,0.0,IN,1545598034,67.0,30.69,78.49,17.97,1.74
516,dudinka,88.0,RU,1545598034,62.0,69.41,86.18,-21.14,22.84
517,galesong,75.0,ID,1545597000,100.0,-5.32,119.37,75.2,4.7
518,mehamn,40.0,NO,1545596400,86.0,71.03,27.85,32.0,17.22
519,arlit,0.0,NE,1545598035,58.0,18.74,7.39,55.95,7.74
521,rovaniemi,90.0,FI,1545596400,83.0,66.5,25.72,-5.81,2.24
522,north bend,90.0,US,1545594960,71.0,43.41,-124.22,55.04,13.87
523,buala,48.0,SB,1545598035,87.0,-8.15,159.59,84.12,3.53
524,labuhan,88.0,ID,1545598035,97.0,-2.54,115.51,71.88,3.27
525,cofradia,90.0,PH,1545595200,94.0,14.85,120.83,78.8,8.57
526,comodoro rivadavia,64.0,AR,1545598035,54.0,-45.87,-67.48,74.76,23.11
527,namatanai,64.0,PG,1545598036,100.0,-3.66,152.44,80.38,3.49
528,kuybysheve,88.0,UA,1545598036,96.0,47.36,36.65,32.1,13.11
529,metro,64.0,ID,1545598036,96.0,-5.11,105.31,76.65,9.13
530,antofagasta,20.0,CL,1545595200,60.0,-23.65,-70.4,68.0,18.34
531,kubinka,90.0,RU,1545597000,85.0,55.58,36.7,17.6,13.42
532,panama city,1.0,US,1545594960,61.0,30.16,-85.65,64.04,16.11
534,kununurra,0.0,AU,1545597000,88.0,-15.77,128.74,80.6,1.12
535,turayf,0.0,SA,1545595200,87.0,31.68,38.65,44.6,2.24
536,oranjemund,88.0,ZA,1545598037,96.0,-28.55,16.43,63.91,12.93
537,batemans bay,0.0,AU,1545597946,96.0,-35.71,150.18,62.11,3.6
538,charlestown,1.0,US,1545594960,44.0,41.38,-71.64,42.08,10.29
539,seoul,0.0,KR,1545597000,53.0,37.57,126.98,26.6,4.7
540,ballina,75.0,IE,1545595200,93.0,54.11,-9.15,41.0,5.82
541,birecik,90.0,TR,1545596400,93.0,37.03,37.98,48.2,3.36
542,jardim,76.0,BR,1545598037,74.0,-21.48,-56.15,85.15,4.88
543,corinto,32.0,BR,1545598038,56.0,-18.36,-44.46,86.55,3.09
544,bow island,75.0,CA,1545595200,59.0,49.87,-111.38,33.8,11.41
545,tiarei,20.0,PF,1545597000,62.0,-17.53,-149.33,87.8,5.82
546,saint-ambroise,90.0,FR,1545595200,100.0,47.25,-0.65,53.6,12.75
547,kuandian,0.0,CN,1545598038,60.0,40.73,124.78,-7.51,1.81
548,sao joao da barra,0.0,BR,1545595200,52.0,-21.64,-41.05,89.6,9.17
550,tadine,32.0,NC,1545598039,90.0,-21.55,167.88,81.87,6.85
552,sindor,48.0,RU,1545598039,79.0,62.87,51.9,-0.8,7.9
554,emba,75.0,CY,1545595200,72.0,34.81,32.42,62.6,13.87
555,harlingen,1.0,US,1545596100,43.0,26.19,-97.7,82.94,5.82
556,chernyshevsk,20.0,RU,1545598039,54.0,52.51,117.01,-12.46,3.98
557,ust-ordynskiy,56.0,RU,1545598039,67.0,52.8,104.75,-2.2,10.25
558,koslan,64.0,RU,1545598039,79.0,63.46,48.9,-1.12,6.33
559,tual,88.0,ID,1545598040,100.0,-5.67,132.75,80.52,9.01
560,lichinga,75.0,MZ,1545595200,93.0,-13.3,35.25,66.2,6.93
561,hualmay,24.0,PE,1545598040,72.0,-11.1,-77.61,74.76,6.73
562,port-gentil,20.0,GA,1545595200,88.0,-0.72,8.78,80.6,4.7
563,hay river,40.0,CA,1545595200,76.0,60.82,-115.79,-7.61,5.82
564,palmeiras de goias,36.0,BR,1545598040,79.0,-16.8,-49.93,81.51,4.83
566,kenai,1.0,US,1545594960,91.0,60.55,-151.26,15.98,6.4
567,eyrarbakki,90.0,IS,1545595200,93.0,63.86,-21.15,37.4,12.75
568,pampa,1.0,US,1545597300,50.0,35.54,-100.96,48.2,6.93
569,kurilsk,56.0,RU,1545598041,100.0,45.23,147.88,32.91,15.46
570,coihaique,90.0,CL,1545595200,59.0,-45.58,-72.07,62.6,4.7
571,ixtapa,5.0,MX,1545594060,36.0,20.71,-105.21,78.8,6.93
572,pedasi,0.0,PA,1545598041,94.0,7.53,-80.03,83.8,18.03
573,salinas,1.0,US,1545596100,62.0,36.67,-121.66,59.0,4.21
574,hobyo,36.0,SO,1545598042,80.0,5.35,48.53,78.27,20.6
575,bahia blanca,0.0,AR,1545598006,33.0,-38.72,-62.27,92.35,11.14
576,moree,0.0,AU,1545595200,52.0,-29.46,149.84,68.0,11.41
577,champerico,5.0,MX,1545594660,37.0,16.38,-93.6,82.4,4.76
578,livadiya,20.0,RU,1545598042,100.0,42.87,132.68,21.75,23.11
579,cangucu,75.0,BR,1545595200,69.0,-31.39,-52.68,75.2,13.87
580,manono,32.0,CD,1545598042,95.0,-7.3,27.4,70.03,4.54
581,mancheral,12.0,IN,1545598043,86.0,18.87,79.43,61.21,1.97
582,kireyevsk,88.0,RU,1545598043,91.0,53.93,37.93,22.83,9.35
583,sangar,64.0,RU,1545598043,81.0,63.92,127.47,-18.89,3.38
584,raton,20.0,US,1545594840,53.0,36.9,-104.44,39.92,6.93
585,nha trang,75.0,VN,1545597000,78.0,12.24,109.19,78.8,3.36
586,belyy yar,40.0,RU,1545597000,77.0,53.6,91.39,-2.21,4.47
587,fort frances,90.0,CA,1545596280,87.0,48.61,-93.4,19.04,6.93
588,potchefstroom,0.0,ZA,1545598044,19.0,-26.71,27.1,71.56,8.12
589,kinkala,24.0,CG,1545595200,83.0,-4.35,14.75,77.0,2.24
590,el dorado,44.0,VE,1545598044,74.0,6.71,-61.64,78.81,3.04
591,pedra,48.0,BR,1545598044,95.0,-8.5,-36.94,66.61,5.1
592,lemon tree passage,48.0,AU,1545597000,77.0,-32.73,152.04,62.6,6.93
593,brigantine,1.0,US,1545595200,49.0,39.41,-74.36,46.94,8.05
594,boende,24.0,CD,1545598045,86.0,-0.28,20.88,76.2,3.2
596,college,0.0,US,1545595080,78.0,64.86,-147.8,-9.05,2.86
597,frutal,0.0,BR,1545598045,67.0,-20.02,-48.93,83.85,5.61
598,montepuez,8.0,MZ,1545598045,94.0,-13.13,39.0,67.83,2.86
599,noumea,0.0,NC,1545597000,62.0,-22.28,166.46,84.2,5.82
600,honningsvag,75.0,NO,1545596400,100.0,70.98,25.97,32.0,11.41
601,pijijiapan,0.0,MX,1545598046,40.0,15.69,-93.21,85.11,3.04
602,koutiala,0.0,ML,1545598046,35.0,12.39,-5.46,65.4,7.29
603,perehonivka,75.0,UA,1545597480,90.0,49.98,30.49,32.0,17.9
604,keokuk,1.0,US,1545597300,45.0,40.4,-91.39,44.6,14.99
605,usinsk,44.0,RU,1545598046,77.0,66.0,57.56,0.01,15.68
606,banjar,92.0,ID,1545598046,99.0,-7.37,108.54,71.34,2.82
607,kapitan ramon,88.0,PH,1545598047,97.0,10.77,123.13,73.68,3.53
608,kaeo,92.0,NZ,1545598047,100.0,-35.1,173.78,65.58,10.42
609,mae hong son,0.0,MM,1545598047,88.0,19.3,97.96,55.32,1.74
610,nioro,0.0,GM,1545598047,32.0,13.79,-15.05,75.12,8.75
611,mompos,0.0,CO,1545598047,36.0,9.24,-74.43,95.68,3.27
612,pailitas,0.0,CO,1545598047,38.0,8.96,-73.63,94.02,4.76
613,eyl,0.0,SO,1545598047,92.0,7.98,49.82,76.56,21.94
614,imeni poliny osipenko,56.0,RU,1545598048,70.0,52.42,136.49,-10.39,3.27
615,riberalta,75.0,BO,1545595200,83.0,-11.0,-66.08,80.6,6.93
616,vostok,44.0,RU,1545598048,54.0,46.45,135.83,-1.39,7.07
617,salalah,0.0,OM,1545594600,41.0,17.01,54.1,75.2,9.17
